locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIDOOLCM_04144	CDS	414	ygfX			Inner membrane protein YgfX
PIDOOLCM_04145	CDS	522	fldB		COG0716	Flavodoxin 2
PIDOOLCM_04146	CDS	897	xerD		COG4974	Tyrosine recombinase XerD
PIDOOLCM_04147	CDS	714	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
PIDOOLCM_04148	CDS	1683	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
PIDOOLCM_04149	CDS	882	prfB		COG1186	Peptide chain release factor RF2
PIDOOLCM_04150	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
PIDOOLCM_04151	CDS	543	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
PIDOOLCM_04152	CDS	645	nlpD_1			Murein hydrolase activator NlpD
PIDOOLCM_04153	tRNA	74				tRNA-Gly(ccc)
PIDOOLCM_04154	CDS	90				hypothetical protein
PIDOOLCM_04155	CDS	777				hypothetical protein
PIDOOLCM_04156	CDS	510				hypothetical protein
PIDOOLCM_04157	CDS	558				hypothetical protein
PIDOOLCM_04158	CDS	687	gltF			Protein GltF
PIDOOLCM_04159	CDS	696				hypothetical protein
PIDOOLCM_04160	CDS	2394	htrE_2		COG3188	Outer membrane usher protein HtrE
PIDOOLCM_04161	CDS	513				hypothetical protein
PIDOOLCM_04162	CDS	711				hypothetical protein
PIDOOLCM_04163	CDS	582				hypothetical protein
PIDOOLCM_04164	CDS	330				hypothetical protein
PIDOOLCM_04165	CDS	804				hypothetical protein
PIDOOLCM_04166	CDS	852				hypothetical protein
PIDOOLCM_04167	CDS	630	iprA_6			Inhibitor of hydrogen peroxide resistance
PIDOOLCM_04168	CDS	615	ompA_4		COG2885	Outer membrane protein A
PIDOOLCM_04169	CDS	399				hypothetical protein
PIDOOLCM_04170	CDS	1071	potA_4	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
PIDOOLCM_04171	CDS	1770				hypothetical protein
PIDOOLCM_04172	CDS	1089				hypothetical protein
PIDOOLCM_04173	CDS	708	dpiA		COG4565	Transcriptional regulatory protein DpiA
PIDOOLCM_04174	CDS	1641	citA_2	2.7.13.3	COG3290	Sensor histidine kinase CitA
PIDOOLCM_04175	CDS	231				hypothetical protein
PIDOOLCM_04176	CDS	273	yjdJ		COG2388	putative protein YjdJ
PIDOOLCM_04177	CDS	612				hypothetical protein
PIDOOLCM_04178	CDS	453	lrp_2		COG1522	Leucine-responsive regulatory protein
PIDOOLCM_04179	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
PIDOOLCM_04180	CDS	462				hypothetical protein
PIDOOLCM_04181	CDS	867				hypothetical protein
PIDOOLCM_04182	CDS	1179	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
PIDOOLCM_04183	CDS	684	kdgM			Oligogalacturonate-specific porin KdgM
PIDOOLCM_04184	CDS	1176	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
PIDOOLCM_04185	CDS	909	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
PIDOOLCM_04186	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
PIDOOLCM_04187	CDS	1416	araE			Arabinose-proton symporter
PIDOOLCM_04188	CDS	1287	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
PIDOOLCM_04189	CDS	1128	msmX_2	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
PIDOOLCM_04190	CDS	903	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
PIDOOLCM_04191	CDS	891	lacF			Lactose transport system permease protein LacF
PIDOOLCM_04192	CDS	1125	fepE		COG3765	Ferric enterobactin transport protein FepE
PIDOOLCM_04193	CDS	324				hypothetical protein
PIDOOLCM_04194	CDS	693	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
PIDOOLCM_04195	CDS	570	cfaE			CFA/I fimbrial subunit E
PIDOOLCM_04196	CDS	2694				hypothetical protein
PIDOOLCM_04197	CDS	495	cfaB			CFA/I fimbrial subunit B
PIDOOLCM_04198	CDS	708				hypothetical protein
PIDOOLCM_04199	CDS	927	occR			Octopine catabolism/uptake operon regulatory protein OccR
PIDOOLCM_04200	CDS	1263	lysA	4.1.1.20		Diaminopimelate decarboxylase
PIDOOLCM_04201	CDS	1038	ascG_1		COG1609	HTH-type transcriptional regulator AscG
PIDOOLCM_04202	CDS	1326	licC_5		COG1455	Lichenan permease IIC component
PIDOOLCM_04203	CDS	1428	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
PIDOOLCM_04204	CDS	774	glcC_2		COG2186	Glc operon transcriptional activator
PIDOOLCM_04205	CDS	477				hypothetical protein
PIDOOLCM_04206	CDS	1017	galR		COG1609	HTH-type transcriptional regulator GalR
PIDOOLCM_04207	CDS	2160	aas		COG0204	Bifunctional protein Aas
PIDOOLCM_04208	CDS	1194	lplT			Lysophospholipid transporter LplT
PIDOOLCM_04209	CDS	1041	tas		COG0667	Protein tas
PIDOOLCM_04210	CDS	219	ygdR_3			putative lipoprotein YgdR
PIDOOLCM_04211	CDS	693	mutH		COG3066	DNA mismatch repair protein MutH
PIDOOLCM_04212	CDS	465	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
PIDOOLCM_04213	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
PIDOOLCM_04214	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
PIDOOLCM_04215	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
PIDOOLCM_04216	CDS	186				hypothetical protein
PIDOOLCM_04217	CDS	561				hypothetical protein
PIDOOLCM_04218	CDS	402				hypothetical protein
PIDOOLCM_04219	CDS	324				hypothetical protein
PIDOOLCM_04220	CDS	3375	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
PIDOOLCM_04221	CDS	2883	ptrA	3.4.24.55	COG1025	Protease 3
PIDOOLCM_04222	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
PIDOOLCM_04223	CDS	1821	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
PIDOOLCM_04224	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
PIDOOLCM_04225	CDS	1254	amiC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
PIDOOLCM_04226	tRNA	77				tRNA-Met(cat)
PIDOOLCM_04227	tRNA	77				tRNA-Met(cat)
PIDOOLCM_04228	tRNA	77				tRNA-Met(cat)
PIDOOLCM_04229	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
PIDOOLCM_04230	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
PIDOOLCM_04231	CDS	447	csdE		COG2166	Sulfur acceptor protein CsdE
PIDOOLCM_04232	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
PIDOOLCM_04233	CDS	228	ygdR_4			putative lipoprotein YgdR
PIDOOLCM_04234	CDS	918	gcvA_3			Glycine cleavage system transcriptional activator
PIDOOLCM_04235	CDS	396				hypothetical protein
PIDOOLCM_04236	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
PIDOOLCM_04237	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
PIDOOLCM_04238	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
PIDOOLCM_04239	CDS	1290	sdaC		COG0814	Serine transporter
PIDOOLCM_04240	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
PIDOOLCM_04241	CDS	843	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
PIDOOLCM_04242	CDS	546	syd			Protein Syd
PIDOOLCM_04243	CDS	330	yqcC		COG3098	putative protein YqcC
PIDOOLCM_04244	CDS	786	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
PIDOOLCM_04245	CDS	450			COG0716	putative protein
PIDOOLCM_04246	CDS	228				hypothetical protein
PIDOOLCM_04247	CDS	1356	gudP_1			putative glucarate transporter
PIDOOLCM_04248	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
PIDOOLCM_04249	CDS	1338	gudD	4.2.1.40	COG4948	Glucarate dehydratase
PIDOOLCM_04250	CDS	1140	garK	2.7.1.165	COG1929	Glycerate 2-kinase
PIDOOLCM_04251	CDS	2760	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
PIDOOLCM_04252	CDS	1299	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
PIDOOLCM_04253	CDS	2232	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
PIDOOLCM_04254	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
PIDOOLCM_04255	CDS	1638	pyrG_2	6.3.4.2	COG0504	CTP synthase
PIDOOLCM_04256	CDS	1299	eno	4.2.1.11	COG0148	Enolase
PIDOOLCM_04257	CDS	1104				hypothetical protein
PIDOOLCM_04258	CDS	825	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
PIDOOLCM_04259	CDS	1560	ptsG_5	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
PIDOOLCM_04260	CDS	708	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
PIDOOLCM_04261	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
PIDOOLCM_04262	CDS	363	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
PIDOOLCM_04263	CDS	1806	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
PIDOOLCM_04264	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
PIDOOLCM_04265	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
PIDOOLCM_04266	CDS	1044				hypothetical protein
PIDOOLCM_04267	CDS	1359	cysG_2		COG0007	Siroheme synthase
PIDOOLCM_04268	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
PIDOOLCM_04269	CDS	1425	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
PIDOOLCM_04270	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
PIDOOLCM_04271	CDS	327	ygbE			Inner membrane protein YgbE
PIDOOLCM_04272	CDS	312	ftsB		COG2919	Cell division protein FtsB
PIDOOLCM_04273	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PIDOOLCM_04274	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
PIDOOLCM_04275	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
PIDOOLCM_04276	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
PIDOOLCM_04277	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
PIDOOLCM_04278	CDS	1125	nlpD_2			Murein hydrolase activator NlpD
PIDOOLCM_04279	CDS	993	rpoS			RNA polymerase sigma factor RpoS
PIDOOLCM_04280	CDS	378				hypothetical protein
PIDOOLCM_04281	CDS	1209	jefA_2			Drug efflux pump JefA
PIDOOLCM_04282	CDS	888	dmlR_11			HTH-type transcriptional regulator DmlR
PIDOOLCM_04283	CDS	408	hosA			Transcriptional regulator HosA
PIDOOLCM_04284	CDS	603	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
PIDOOLCM_04285	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
PIDOOLCM_04286	CDS	222	vdcD			Protein VdcD
PIDOOLCM_04287	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
PIDOOLCM_04288	CDS	816				hypothetical protein
PIDOOLCM_04289	CDS	456				hypothetical protein
PIDOOLCM_04290	CDS	246	symE_2	3.1.-.-		Endoribonuclease SymE
PIDOOLCM_04291	CDS	345				hypothetical protein
PIDOOLCM_04292	CDS	1224	mdtH_2			Multidrug resistance protein MdtH
PIDOOLCM_04293	CDS	762	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
PIDOOLCM_04294	CDS	1038	feuC_2		COG0609	Iron-uptake system permease protein FeuC
PIDOOLCM_04295	CDS	999				hypothetical protein
PIDOOLCM_04296	CDS	2073	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
PIDOOLCM_04297	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
PIDOOLCM_04298	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
PIDOOLCM_04299	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
PIDOOLCM_04300	CDS	864	hypB		COG0378	Hydrogenase maturation factor HypB
PIDOOLCM_04301	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
PIDOOLCM_04302	CDS	465	hycA			Formate hydrogenlyase regulatory protein HycA
PIDOOLCM_04303	CDS	609	hyfA	1.-.-.-	COG1142	Hydrogenase-4 component A
PIDOOLCM_04304	CDS	1815	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PIDOOLCM_04305	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
PIDOOLCM_04306	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
PIDOOLCM_04307	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
PIDOOLCM_04308	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
PIDOOLCM_04309	CDS	411				hypothetical protein
PIDOOLCM_04310	CDS	462	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
PIDOOLCM_04311	CDS	1425	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
PIDOOLCM_04312	CDS	1452	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
PIDOOLCM_04313	CDS	1116	ascG_2		COG1609	HTH-type transcriptional regulator AscG
PIDOOLCM_04314	CDS	546	cooF_2		COG1142	Iron-sulfur protein
PIDOOLCM_04315	CDS	2217	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
PIDOOLCM_04316	CDS	1023	hoxN			High-affinity nickel transport protein
PIDOOLCM_04317	CDS	1665	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
PIDOOLCM_04318	CDS	1491	nagE_2		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
PIDOOLCM_04319	CDS	141				hypothetical protein
PIDOOLCM_04320	CDS	1134	norW_2	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
PIDOOLCM_04321	CDS	1434	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
PIDOOLCM_04322	CDS	1515	norR		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
PIDOOLCM_04323	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
PIDOOLCM_04324	CDS	774	srlR_3		COG1349	Glucitol operon repressor
PIDOOLCM_04325	CDS	360				hypothetical protein
PIDOOLCM_04326	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
PIDOOLCM_04327	CDS	363	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
PIDOOLCM_04328	CDS	960	srlE_1	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
PIDOOLCM_04329	CDS	564	srlA_1		COG3730	PTS system glucitol/sorbitol-specific EIIC component
PIDOOLCM_04330	CDS	1101	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
PIDOOLCM_04331	CDS	654	mntB_4		COG1121	Manganese transport system ATP-binding protein MntB
PIDOOLCM_04332	CDS	861	mntB_5			Manganese transport system membrane protein MntB
PIDOOLCM_04333	CDS	858	mntA		COG0803	Manganese-binding lipoprotein MntA
PIDOOLCM_04334	CDS	498	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
PIDOOLCM_04335	CDS	1059	recA		COG0468	Protein RecA
PIDOOLCM_04336	CDS	501	recX		COG2137	Regulatory protein RecX
PIDOOLCM_04337	CDS	2628	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
PIDOOLCM_04338	CDS	186	csrA		COG1551	Carbon storage regulator
PIDOOLCM_04339	tRNA	93				tRNA-Ser(gct)
PIDOOLCM_04340	tRNA	77				tRNA-Arg(acg)
PIDOOLCM_04341	tRNA	73				tRNA-Arg(tcg)
PIDOOLCM_04342	tRNA	77				tRNA-Arg(acg)
PIDOOLCM_04343	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
PIDOOLCM_04344	CDS	351	yqaA		COG1238	Inner membrane protein YqaA
PIDOOLCM_04345	CDS	1545	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
PIDOOLCM_04346	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
PIDOOLCM_04347	CDS	765	nimR_4			HTH-type transcriptional regulator NimR
PIDOOLCM_04348	CDS	1656	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
PIDOOLCM_04349	CDS	1548	emrB_2			Multidrug export protein EmrB
PIDOOLCM_04350	CDS	1173	emrA_3		COG1566	Multidrug export protein EmrA
PIDOOLCM_04351	CDS	531	mprA		COG1846	Transcriptional repressor MprA
PIDOOLCM_04352	CDS	1185				putative transporter
PIDOOLCM_04353	CDS	996	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
PIDOOLCM_04354	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
PIDOOLCM_04355	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
PIDOOLCM_04356	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
PIDOOLCM_04357	CDS	2118	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
PIDOOLCM_04358	CDS	411	nrdI		COG1780	Protein NrdI
PIDOOLCM_04359	CDS	240	nrdH		COG0695	Glutaredoxin-like protein NrdH
PIDOOLCM_04360	CDS	327	ygaM		COG4575	putative protein YgaM
PIDOOLCM_04361	CDS	345				hypothetical protein
PIDOOLCM_04362	CDS	450	alaE			L-alanine exporter AlaE
PIDOOLCM_04363	CDS	405	stpA		COG2916	DNA-binding protein StpA
PIDOOLCM_04364	CDS	180				hypothetical protein
PIDOOLCM_04365	CDS	522	ygaP		COG0607	Inner membrane protein YgaP
PIDOOLCM_04366	CDS	159				hypothetical protein
PIDOOLCM_04367	CDS	930	yahB_2			putative HTH-type transcriptional regulator YahB
PIDOOLCM_04368	CDS	606				hypothetical protein
PIDOOLCM_04369	CDS	1542	fdrA		COG0074	Protein FdrA
PIDOOLCM_04370	CDS	1416				hypothetical protein
PIDOOLCM_04371	CDS	1554				hypothetical protein
PIDOOLCM_04372	CDS	957	arcC1_2	2.7.2.2		Carbamate kinase 1
PIDOOLCM_04373	CDS	1380				hypothetical protein
PIDOOLCM_04374	CDS	921	perR			HTH-type transcriptional regulator PerR
PIDOOLCM_04375	CDS	1332	gudP_2			putative glucarate transporter
PIDOOLCM_04376	CDS	750	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PIDOOLCM_04377	CDS	846	aptA_2	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
PIDOOLCM_04378	CDS	999	aptB_2	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
PIDOOLCM_04379	CDS	747	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
PIDOOLCM_04380	CDS	603				hypothetical protein
PIDOOLCM_04381	CDS	888	dmlR_12			HTH-type transcriptional regulator DmlR
PIDOOLCM_04382	CDS	1182	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
PIDOOLCM_04383	CDS	420				hypothetical protein
PIDOOLCM_04384	CDS	732	nimR_5			HTH-type transcriptional regulator NimR
PIDOOLCM_04385	CDS	309	nudI_1	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
PIDOOLCM_04386	CDS	99	nudI_2	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
PIDOOLCM_04387	CDS	348	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
PIDOOLCM_04388	CDS	438				hypothetical protein
PIDOOLCM_04389	CDS	1200	prsE_5			Type I secretion system membrane fusion protein PrsE
PIDOOLCM_04390	CDS	2193	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PIDOOLCM_04391	CDS	1404				hypothetical protein
PIDOOLCM_04392	CDS	10641				hypothetical protein
PIDOOLCM_04393	CDS	528				hypothetical protein
PIDOOLCM_04394	CDS	531	ecfG_2			ECF RNA polymerase sigma factor EcfG
PIDOOLCM_04395	CDS	789				hypothetical protein
PIDOOLCM_04396	CDS	558	yceI_2			Protein YceI
PIDOOLCM_04397	CDS	390				hypothetical protein
PIDOOLCM_04398	CDS	387				hypothetical protein
PIDOOLCM_04399	CDS	327				hypothetical protein
PIDOOLCM_04400	CDS	786				hypothetical protein
PIDOOLCM_04401	CDS	777			COG2513	putative protein
PIDOOLCM_04402	CDS	1047	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
PIDOOLCM_04403	CDS	300				hypothetical protein
PIDOOLCM_04404	CDS	513				hypothetical protein
PIDOOLCM_04405	CDS	507				hypothetical protein
PIDOOLCM_04406	CDS	378				hypothetical protein
PIDOOLCM_04407	CDS	984				hypothetical protein
PIDOOLCM_04408	CDS	1275				hypothetical protein
PIDOOLCM_04409	CDS	333				hypothetical protein
PIDOOLCM_04410	CDS	1404				hypothetical protein
PIDOOLCM_04411	CDS	1017	iolG_7	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
PIDOOLCM_04412	CDS	981	srlE_2	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
PIDOOLCM_04413	CDS	375	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
PIDOOLCM_04414	CDS	522	srlA_2		COG3730	PTS system glucitol/sorbitol-specific EIIC component
PIDOOLCM_04415	CDS	276				hypothetical protein
PIDOOLCM_04416	CDS	273				hypothetical protein
PIDOOLCM_04417	CDS	258				hypothetical protein
PIDOOLCM_04418	CDS	750				hypothetical protein
PIDOOLCM_04419	CDS	2070				hypothetical protein
PIDOOLCM_04420	CDS	216				hypothetical protein
PIDOOLCM_04421	CDS	4254				hypothetical protein
PIDOOLCM_04422	CDS	660				hypothetical protein
PIDOOLCM_04423	CDS	1248	intA		COG0582	Prophage integrase IntA
PIDOOLCM_04424	tmRNA	364	ssrA			transfer-messenger RNA, SsrA
PIDOOLCM_04425	CDS	483	smpB		COG0691	SsrA-binding protein
PIDOOLCM_04426	CDS	477	pasT		COG2867	Persistence and stress-resistance toxin PasT
PIDOOLCM_04427	CDS	288	pasI		COG2914	Persistence and stress-resistance antitoxin PasI
PIDOOLCM_04428	CDS	339	bamE		COG2913	Outer membrane protein assembly factor BamE
PIDOOLCM_04429	CDS	1662	recN		COG0497	DNA repair protein RecN
PIDOOLCM_04430	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
PIDOOLCM_04431	CDS	108				hypothetical protein
PIDOOLCM_04432	CDS	594	grpE		COG0576	Protein GrpE
PIDOOLCM_04433	CDS	1242				hypothetical protein
PIDOOLCM_04434	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
PIDOOLCM_04435	CDS	1362	ffh		COG0541	Signal recognition particle protein
PIDOOLCM_04436	CDS	249	rpsP		COG0228	30S ribosomal protein S16
PIDOOLCM_04437	CDS	537	rimM		COG0806	Ribosome maturation factor RimM
PIDOOLCM_04438	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
PIDOOLCM_04439	CDS	348	rplS		COG0335	50S ribosomal protein L19
PIDOOLCM_04440	CDS	405				hypothetical protein
PIDOOLCM_04441	CDS	1371				hypothetical protein
PIDOOLCM_04442	CDS	486	pal_2			Peptidoglycan-associated lipoprotein
PIDOOLCM_04443	CDS	1221	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
PIDOOLCM_04444	CDS	489				hypothetical protein
PIDOOLCM_04445	CDS	375				hypothetical protein
PIDOOLCM_04446	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
PIDOOLCM_04447	CDS	1122	tyrA		COG0287	T-protein
PIDOOLCM_04448	CDS	873		3.1.1.99		6-deoxy-6-sulfogluconolactonase
PIDOOLCM_04449	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
PIDOOLCM_04450	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
PIDOOLCM_04451	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
PIDOOLCM_04452	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PIDOOLCM_04453	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
PIDOOLCM_04454	CDS	2574	clpB		COG0542	Chaperone protein ClpB
PIDOOLCM_04455	rRNA	111				5S ribosomal RNA
PIDOOLCM_04456	tRNA	77				tRNA-Asp(gtc)
PIDOOLCM_04457	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
PIDOOLCM_04458	CDS	906	dmlR_13			HTH-type transcriptional regulator DmlR
PIDOOLCM_04459	CDS	1176	ydhP_2		COG2814	Inner membrane transport protein YdhP
PIDOOLCM_04460	CDS	822				hypothetical protein
PIDOOLCM_04461	CDS	774	ycgJ	2.1.1.-		putative methyltransferase YcgJ
PIDOOLCM_04462	CDS	1185	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
PIDOOLCM_04463	CDS	759	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
PIDOOLCM_04464	CDS	717				hypothetical protein
PIDOOLCM_04465	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
PIDOOLCM_04466	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
PIDOOLCM_04467	tRNA	77				tRNA-Asp(gtc)
PIDOOLCM_04468	CDS	351				hypothetical protein
PIDOOLCM_04469	CDS	867				hypothetical protein
PIDOOLCM_04470	CDS	849				hypothetical protein
PIDOOLCM_04471	CDS	594				hypothetical protein
PIDOOLCM_04472	CDS	954				hypothetical protein
PIDOOLCM_04473	CDS	1503	proP_3			Proline/betaine transporter
PIDOOLCM_04474	CDS	993	kdgT			2-keto-3-deoxygluconate permease
PIDOOLCM_04475	CDS	1143				IS481 family transposase ISEc19
PIDOOLCM_04476	CDS	876				hypothetical protein
PIDOOLCM_04477	CDS	2355	crfC		COG0699	Clamp-binding protein CrfC
PIDOOLCM_04478	CDS	336				hypothetical protein
PIDOOLCM_04479	CDS	438				hypothetical protein
PIDOOLCM_04480	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
PIDOOLCM_04481	CDS	1017				hypothetical protein
